features,accuracy,precision,recall,f1,method
70,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,mutualInformation
71,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,mutualInformation
72,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,mutualInformation
73,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,mutualInformation
74,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
75,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,mutualInformation
76,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
77,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
78,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
79,0.9513333333333334,0.912568306010929,0.998671096345515,0.9536802030456852,mutualInformation
80,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
81,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
82,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
83,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
84,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
85,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
86,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
87,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,mutualInformation
88,0.951,0.9125151883353585,0.9980066445182725,0.953348143446525,mutualInformation
89,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
90,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
91,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
92,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
93,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
94,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
95,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
96,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
97,0.9508333333333333,0.9122380807774066,0.9980066445182725,0.9531968903696653,mutualInformation
98,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,mutualInformation
99,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,mutualInformation
100,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,mutualInformation
1,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
2,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
3,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
4,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
5,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
6,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
7,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
8,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
9,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
10,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
11,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
12,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
13,0.952,0.9126743480897513,1.0,0.9543436905516804,selectRandom
14,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
15,0.9513333333333334,0.912568306010929,0.998671096345515,0.9536802030456852,selectRandom
16,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
17,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
18,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
19,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
20,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
21,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
22,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
23,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
24,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
25,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
26,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
27,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
28,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
29,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
30,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
31,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
32,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
33,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
34,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
35,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
36,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
37,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
38,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
39,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
40,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
41,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
42,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
43,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
44,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
45,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
46,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
47,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
48,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
49,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
50,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
51,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
52,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
53,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
54,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
55,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
56,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
57,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
58,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
59,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
60,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
61,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
62,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
63,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
64,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
65,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
66,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
67,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
68,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
69,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
70,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
71,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
72,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
73,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
74,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
75,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
76,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
77,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
78,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
79,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,selectRandom
80,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
81,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
82,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
83,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
84,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
85,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
86,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
87,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
88,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
89,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
90,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
91,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
92,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
93,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
94,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectRandom
95,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
96,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
97,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
98,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
99,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectRandom
100,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectRandom
1,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
2,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
3,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
4,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
5,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
6,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
7,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
8,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
9,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
10,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectExtra
11,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
12,0.9513333333333334,0.912568306010929,0.998671096345515,0.9536802030456852,selectExtra
13,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectExtra
14,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
15,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
16,0.9518333333333333,0.9126478616924477,0.9996677740863787,0.954177897574124,selectExtra
17,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
18,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
19,0.952,0.9126743480897513,1.0,0.9543436905516804,selectExtra
20,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,selectExtra
21,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
22,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
23,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
24,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
25,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
26,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
27,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
28,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
29,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
30,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
31,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
32,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
33,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
34,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
35,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
36,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
37,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
38,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
39,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
40,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
41,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
42,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
43,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,selectExtra
44,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
45,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
46,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
47,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
48,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
49,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
50,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
51,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
52,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
53,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
54,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
55,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
56,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
57,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
58,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
59,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
60,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
61,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
62,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
63,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
64,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
65,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
66,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,selectExtra
67,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
68,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
69,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
70,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
71,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
72,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
73,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
74,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
75,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
76,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
77,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
78,0.9515,0.9125948406676783,0.9990033222591362,0.9538461538461539,selectExtra
79,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
80,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
81,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
82,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
83,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
84,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
85,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
86,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
87,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
88,0.9511666666666667,0.9125417552383844,0.9983388704318937,0.9535141995874981,selectExtra
89,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
90,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
91,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
92,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
93,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
94,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
95,0.9516666666666667,0.912621359223301,0.9993355481727575,0.954012052013955,selectExtra
