metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model,datasets,malware,benigno
semidroid,defensedroid_prs,5649.0,326.0,684.0,5291.0,0.9154811715481171,0.9419619013708386,0.8855230125523013,0.9128709454796412,0.9154811715481171,0.8324579340739048,218.76801013946533,svm,,,
semidroid,defensedroid_prs,5684.0,291.0,678.0,5297.0,0.9189121338912134,0.9479241231209736,0.8865271966527196,0.9161982184554182,0.9189121338912132,0.8395872102056444,218.76801013946533,rf,,,
semidroid,defensedroid_prs,5570.0,405.0,742.0,5233.0,0.9040167364016736,0.9281660163178432,0.87581589958159,0.9012313786274004,0.9040167364016736,0.8093217847052714,218.76801013946533,knn,,,
semidroid,drebin_215,5484.0,71.0,163.0,5392.0,0.9789378937893788,0.9870034779425224,0.9706570657065706,0.9787620257760028,0.9789378937893788,0.9580071817442064,72.1745433807373,svm,,,
semidroid,drebin_215,5497.0,58.0,115.0,5440.0,0.9844284428442844,0.9894507093488542,0.9792979297929792,0.98434814077626,0.9844284428442844,0.968907894536598,72.1745433807373,rf,,,
semidroid,drebin_215,5419.0,136.0,158.0,5397.0,0.9735373537353736,0.9754202060365084,0.9715571557155716,0.9734848484848484,0.9735373537353736,0.9470821348668736,72.1745433807373,knn,,,
semidroid,kronodroid_real_device,35822.0,933.0,1535.0,35220.0,0.96642633655285,0.9741930130279643,0.9582369745612842,0.966149119438196,0.96642633655285,0.9329778230274782,688.5439350605011,svm,,,
semidroid,kronodroid_real_device,35989.0,766.0,1079.0,35676.0,0.974901373962726,0.978980297458976,0.970643449870766,0.9747940489364318,0.974901373962726,0.9498371894897928,688.5439350605011,rf,,,
semidroid,kronodroid_real_device,35715.0,1040.0,1552.0,35203.0,0.9647394912256836,0.9713048036862292,0.9577744524554482,0.9644921778678868,0.9647394912256836,0.9295691769101266,688.5439350605011,knn,,,
semidroid,mh_100k,11566.0,1155.0,0.0,12721.0,0.95460262557975,0.9167627558374172,1.0,0.956574049704854,0.95460262557975,0.912976183520049,501.2287611961365,svm,,,
semidroid,mh_100k,11600.0,1121.0,128.0,12593.0,0.950907947488405,0.9182587137232026,0.9899378979639966,0.9527520332892,0.950907947488405,0.9045760544625624,501.2287611961365,rf,,,
semidroid,mh_100k,11596.0,1125.0,469.0,12252.0,0.9373476927914473,0.9159004261045076,0.963131829258706,0.938922522798682,0.9373476927914473,0.8758607432987633,501.2287611961365,knn,,,
sigapi,adroit,3155.0,263.0,680.0,2738.0,0.8620538326506729,0.9123625458180606,0.8010532475131656,0.8530923819909644,0.8620538326506729,0.7295574915350147,7.566925764083862,svm,,,
sigapi,adroit,3083.0,335.0,581.0,2837.0,0.8660035108250439,0.8943883984867591,0.8300175541252194,0.8610015174506829,0.8660035108250437,0.7339103012274364,7.566925764083862,rf,,,
sigapi,adroit,3386.0,32.0,3311.0,107.0,0.5109713282621416,0.7697841726618705,0.0313048566413107,0.0601630587573798,0.5109713282621416,0.077734482877124,7.566925764083862,knn,,,
sigapi,androcrawl,9572.0,598.0,1468.0,8702.0,0.8984267453294001,0.9356989247311828,0.855653883972468,0.8938880328710838,0.8984267453294003,0.7997853070185376,10.866608142852783,svm,,,
sigapi,androcrawl,9573.0,597.0,1468.0,8702.0,0.8984759095378564,0.9357995483385312,0.855653883972468,0.8939339462735632,0.8984759095378564,0.7998907790766903,10.866608142852783,rf,,,
sigapi,androcrawl,10164.0,6.0,4710.0,5460.0,0.768141592920354,0.9989023051591658,0.5368731563421829,0.6983883346124329,0.768141592920354,0.6048761089779698,10.866608142852783,knn,,,
sigapi,android_permissions,5894.0,3183.0,3881.0,5196.0,0.6108846535198854,0.6201217329036878,0.572435826815027,0.5953253895508708,0.6108846535198855,0.2224279179588149,20.70870566368103,svm,,,
sigapi,android_permissions,5818.0,3259.0,3794.0,5283.0,0.6114905805883001,0.6184734254273004,0.5820204913517683,0.5996935126851695,0.6114905805883002,0.2233694853371582,20.70870566368103,rf,,,
sigapi,android_permissions,592.0,8485.0,342.0,8735.0,0.5137710697366972,0.5072590011614402,0.9623223532003966,0.6643343347149865,0.5137710697366972,0.062337588386338,20.70870566368103,knn,,,
sigapi,defensedroid_apicalls_closeness,4871.0,351.0,749.0,4473.0,0.8946763692072003,0.9272388059701492,0.8565683646112601,0.8905036830579335,0.8946763692072003,0.7916554029012173,42.78979706764221,svm,,,
sigapi,defensedroid_apicalls_closeness,4967.0,255.0,437.0,4785.0,0.9337418613558024,0.949404761904762,0.9163155878973572,0.9325667511206392,0.9337418613558024,0.8680110694368502,42.78979706764221,rf,,,
sigapi,defensedroid_apicalls_closeness,4860.0,362.0,573.0,4649.0,0.9104749138261202,0.9277589303532228,0.890271926464956,0.9086289455682596,0.9104749138261204,0.8216208082777487,42.78979706764221,knn,,,
sigapi,defensedroid_apicalls_degree,4778.0,444.0,678.0,4544.0,0.8925698965913443,0.9109863672814756,0.8701646878590579,0.8901077375122429,0.8925698965913443,0.7859292522459906,52.67796492576599,svm,,,
sigapi,defensedroid_apicalls_degree,4958.0,264.0,444.0,4778.0,0.9322098812715436,0.9476398254660848,0.9149751053236308,0.931021044427124,0.9322098812715436,0.8649337507836596,52.67796492576599,rf,,,
sigapi,defensedroid_apicalls_degree,4788.0,434.0,622.0,4600.0,0.8988893144389123,0.9137862534763608,0.8808885484488702,0.8970358814352574,0.8988893144389123,0.7982961365434226,52.67796492576599,knn,,,
sigapi,defensedroid_apicalls_katz,4912.0,310.0,642.0,4580.0,0.9088471849865952,0.9366053169734152,0.8770585982382229,0.9058544303797468,0.9088471849865952,0.8193519804080035,39.9743058681488,svm,,,
sigapi,defensedroid_apicalls_katz,4946.0,276.0,455.0,4767.0,0.9300076599004212,0.9452706722189174,0.9128686327077749,0.9287871407696054,0.9300076599004212,0.860521018041011,39.9743058681488,rf,,,
sigapi,defensedroid_apicalls_katz,4800.0,422.0,538.0,4684.0,0.9080811949444656,0.9173521347434392,0.8969743393335886,0.9070487993803252,0.9080811949444656,0.8163638316867218,39.9743058681488,knn,,,
sigapi,defensedroid_prs,5649.0,326.0,716.0,5259.0,0.9128033472803349,0.9416293643688451,0.8801673640167365,0.9098615916955016,0.9128033472803349,0.82737105386866,39.48472189903259,svm,,,
sigapi,defensedroid_prs,5672.0,303.0,682.0,5293.0,0.917573221757322,0.9458541815582558,0.885857740585774,0.9148733903724828,0.917573221757322,0.8368316308927414,39.48472189903259,rf,,,
sigapi,defensedroid_prs,5428.0,547.0,725.0,5250.0,0.8935564853556486,0.9056408487148524,0.8786610878661087,0.891946992864424,0.8935564853556486,0.7874624813912592,39.48472189903259,knn,,,
sigapi,drebin_215,5305.0,250.0,409.0,5146.0,0.9406840684068408,0.9536693847294292,0.9263726372637264,0.9398228472285636,0.9406840684068408,0.8817293972692813,16.177878379821777,svm,,,
sigapi,drebin_215,5335.0,220.0,362.0,5193.0,0.9476147614761476,0.9593571032699058,0.9348334833483348,0.9469365426695844,0.9476147614761476,0.895522157682045,16.177878379821777,rf,,,
sigapi,drebin_215,5266.0,289.0,387.0,5168.0,0.9391539153915393,0.9470404984423676,0.9303330333033304,0.9386124228114784,0.9391539153915393,0.8784445413779846,16.177878379821777,knn,,,
sigapi,kronodroid_real_device,34953.0,1802.0,1610.0,35145.0,0.9535845463202284,0.951227433891791,0.9561964358590668,0.95370546253833,0.9535845463202286,0.9071814702489364,171.74248814582825,svm,,,
sigapi,kronodroid_real_device,35287.0,1468.0,1612.0,35143.0,0.958100938647803,0.9599027614651334,0.9561420214936744,0.9580187007605704,0.958100938647803,0.916208908962861,171.74248814582825,rf,,,
sigapi,kronodroid_real_device,34830.0,1925.0,1656.0,35099.0,0.9512855393823968,0.948006698357822,0.9549449054550402,0.9514631534718552,0.9512855393823968,0.9025952523224424,171.74248814582825,knn,,,
sigapi,mh_100k,11588.0,1133.0,0.0,12721.0,0.955467337473469,0.9182185650353688,1.0,0.9573659454374412,0.955467337473469,0.91456936864884,115.8836452960968,svm,,,
sigapi,mh_100k,11588.0,1133.0,3.0,12718.0,0.9553494222152348,0.9182008519240488,0.9997641694835312,0.957248231220834,0.9553494222152346,0.9143132648943963,115.8836452960968,rf,,,
sigapi,mh_100k,12670.0,51.0,12141.0,580.0,0.5207923905353353,0.919175911251981,0.0455938998506406,0.0868783702816057,0.5207923905353353,0.1336961367088956,115.8836452960968,knn,,,
sigpid,adroit,3113.0,305.0,678.0,2740.0,0.8562024575775308,0.8998357963875205,0.8016383850204798,0.8479034504100263,0.8562024575775307,0.7166851814266175,9.034054040908812,svm,,,
sigpid,adroit,3089.0,329.0,666.0,2752.0,0.8544470450555881,0.893216488153197,0.8051492100643651,0.846899523003539,0.854447045055588,0.7123650341187384,9.034054040908812,rf,,,
sigpid,adroit,2876.0,542.0,1714.0,1704.0,0.6699824458747806,0.7586821015138023,0.4985371562317144,0.6016949152542372,0.6699824458747805,0.3619052717082369,9.034054040908812,knn,,,
sigpid,androcrawl,9734.0,436.0,1229.0,8941.0,0.918141592920354,0.9535032526394368,0.8791543756145526,0.9148206885967156,0.918141592920354,0.8388371439241902,25.320682048797607,svm,,,
sigpid,androcrawl,9593.0,577.0,1136.0,9034.0,0.9157817109144544,0.939964623868484,0.8882989183874139,0.9134017491532278,0.9157817109144544,0.8328224415420913,25.320682048797607,rf,,,
sigpid,androcrawl,9437.0,733.0,1570.0,8600.0,0.8867748279252704,0.9214614807671704,0.8456243854473943,0.8819156027277855,0.8867748279252705,0.7761828345904583,25.320682048797607,knn,,,
sigpid,android_permissions,4696.0,4381.0,3145.0,5932.0,0.5854357166464691,0.5751963541161641,0.6535198854246997,0.6118617844249613,0.5854357166464691,0.172477942181777,188.71557307243347,svm,,,
sigpid,android_permissions,4480.0,4597.0,3026.0,6051.0,0.5800925415886306,0.5682757325319309,0.6666299438140355,0.6135361216730038,0.5800925415886307,0.1626395279983517,188.71557307243347,rf,,,
sigpid,android_permissions,4114.0,4963.0,3067.0,6010.0,0.5576732400572877,0.5477080105714025,0.6621130329403988,0.599501246882793,0.5576732400572877,0.1179482573545159,188.71557307243347,knn,,,
sigpid,defensedroid_apicalls_closeness,4988.0,234.0,630.0,4592.0,0.9172730754500192,0.951512639867385,0.8793565683646113,0.9140127388535032,0.9172730754500192,0.8369561398990119,568.8186118602753,svm,,,
sigpid,defensedroid_apicalls_closeness,4972.0,250.0,428.0,4794.0,0.9350823439295288,0.950436161776368,0.9180390654921486,0.93395675043834,0.9350823439295288,0.8706706480919296,568.8186118602753,rf,,,
sigpid,defensedroid_apicalls_closeness,4811.0,411.0,532.0,4690.0,0.9097089237839908,0.9194275632228974,0.8981233243967829,0.9086505860699408,0.9097089237839908,0.8196379107320844,568.8186118602753,knn,,,
sigpid,defensedroid_apicalls_degree,4837.0,385.0,663.0,4559.0,0.8996553044810417,0.9221278317152104,0.8730371505170432,0.8969112728703521,0.8996553044810419,0.8004456871198895,444.5806648731232,svm,,,
sigpid,defensedroid_apicalls_degree,4960.0,262.0,428.0,4794.0,0.9339333588663348,0.9481803797468354,0.9180390654921486,0.9328663164039696,0.9339333588663348,0.868305546184074,444.5806648731232,rf,,,
sigpid,defensedroid_apicalls_degree,4716.0,506.0,613.0,4609.0,0.8928571428571429,0.9010752688172043,0.8826120260436614,0.8917480893876366,0.8928571428571429,0.7858792786136567,444.5806648731232,knn,,,
sigpid,defensedroid_apicalls_katz,4974.0,248.0,591.0,4631.0,0.9196667943316736,0.949169911867186,0.8868249712753734,0.9169389169389168,0.9196667943316736,0.8411500542314956,433.9542133808136,svm,,,
sigpid,defensedroid_apicalls_katz,4966.0,256.0,440.0,4782.0,0.9333588663347376,0.9491861849940452,0.9157410953657602,0.9321637426900584,0.9333588663347376,0.8672562680297791,433.9542133808136,rf,,,
sigpid,defensedroid_apicalls_katz,4700.0,522.0,492.0,4730.0,0.902910762160092,0.9006092916984006,0.9057832248180774,0.90318884857743,0.902910762160092,0.8058348223833879,433.9542133808136,knn,,,
sigpid,defensedroid_prs,5639.0,336.0,853.0,5122.0,0.9005020920502093,0.9384389886405275,0.8572384937238494,0.8960027989154202,0.9005020920502091,0.8040196687499461,151.888197183609,svm,,,
sigpid,defensedroid_prs,5653.0,322.0,778.0,5197.0,0.9079497907949792,0.9416560971190432,0.8697907949790795,0.90429789455368,0.9079497907949792,0.8182860890948078,151.888197183609,rf,,,
sigpid,defensedroid_prs,5558.0,417.0,930.0,5045.0,0.8872803347280335,0.9236543390699378,0.8443514644351464,0.882224359534843,0.8872803347280335,0.7774314075657667,151.888197183609,knn,,,
sigpid,drebin_215,5194.0,361.0,669.0,4886.0,0.9072907290729072,0.931198780255384,0.8795679567956796,0.9046472875393444,0.9072907290729074,0.8158364490509556,33.320608615875244,svm,,,
sigpid,drebin_215,5276.0,279.0,586.0,4969.0,0.9221422142214222,0.9468368902439024,0.8945094509450945,0.9199296491715264,0.922142214221422,0.8455767293397578,33.320608615875244,rf,,,
sigpid,drebin_215,5039.0,516.0,558.0,4997.0,0.9033303330333032,0.9064030473426448,0.8995499549954995,0.90296349837369,0.9033303330333032,0.8066837234467381,33.320608615875244,knn,,,
sigpid,kronodroid_real_device,34188.0,2567.0,2556.0,34199.0,0.9303088015236022,0.9301800576619704,0.9304584410284316,0.9303192285197428,0.9303088015236024,0.8606176415890738,3806.7308394908905,svm,,,
sigpid,kronodroid_real_device,34473.0,2282.0,2440.0,34315.0,0.9357638416541968,0.9376451621717627,0.9336144742211944,0.9356254771512704,0.9357638416541966,0.8715357359529506,3806.7308394908905,rf,,,
sigpid,kronodroid_real_device,33778.0,2977.0,2546.0,34209.0,0.9248673649843558,0.9199429892970472,0.930730512855394,0.9253053109911956,0.9248673649843558,0.8497931578113316,3806.7308394908905,knn,,,
sigpid,mh_100k,11569.0,1152.0,0.0,12721.0,0.9547205408379844,0.9169610033878758,1.0,0.9566819583364669,0.9547205408379844,0.913193301977052,1515.731794834137,svm,,,
sigpid,mh_100k,11589.0,1132.0,31.0,12690.0,0.9542881848911248,0.9181015771957748,0.9975630846631556,0.956184304713107,0.954288184891125,0.9119986212913422,1515.731794834137,rf,,,
sigpid,mh_100k,12442.0,279.0,9472.0,3249.0,0.6167361056520714,0.9209183673469388,0.255404449335744,0.3999015324019939,0.6167361056520715,0.3377779786437514,1515.731794834137,knn,,,
metadados,random,,,,,,,,,,,,,defensedroid_apicalls_closeness.csv,5222.0,5222.0
metadados,random,,,,,,,,,,,,,kronodroid_real_device.csv,36755.0,36755.0
metadados,random,,,,,,,,,,,,,adroit.csv,3418.0,3418.0
metadados,random,,,,,,,,,,,,,defensedroid_apicalls_katz.csv,5222.0,5222.0
metadados,random,,,,,,,,,,,,,android_permissions.csv,9077.0,9077.0
metadados,random,,,,,,,,,,,,,defensedroid_prs.csv,5975.0,5975.0
metadados,random,,,,,,,,,,,,,defensedroid_apicalls_degree.csv,5222.0,5222.0
metadados,random,,,,,,,,,,,,,androcrawl.csv,10170.0,10170.0
metadados,random,,,,,,,,,,,,,drebin_215.csv,5555.0,5555.0
metadados,random,,,,,,,,,,,,,mh_100k.csv,12721.0,12721.0
