metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model
mt,drebin_215,3710,116,243,856,0.9271065989847715,0.8806584362139918,0.7788898999090081,0.8266537904394012,0.8742855145127895,0.7830830155922135,0.2767889499664306,rf
mt,drebin_215,3649,177,245,854,0.9143147208121828,0.8283220174587779,0.7770700636942676,0.8018779342723005,0.86540382431969,0.7479061541932337,0.2767889499664306,knn
mt,kronodroid_real_device,15155,1753,1554,13001,0.8948924133108731,0.8811847634539786,0.8932325661284782,0.887167764168003,0.8947769170836382,0.7888671149599795,2.273188591003418,svm
mt,kronodroid_real_device,15219,1689,1561,12994,0.8967040650923307,0.8849690117823333,0.8927516317416695,0.8888432861344825,0.8964290451114308,0.792399711706607,2.273188591003418,rf
mt,kronodroid_real_device,14873,2035,1589,12966,0.8848170867368019,0.864342377174855,0.8908278941944349,0.8773853024766545,0.885235333423217,0.7691427120710084,2.273188591003418,knn
mt,mh_100k,18961,4507,1137,6300,0.8173758291538586,0.5829554918108634,0.8471157724889068,0.6906380179785134,0.8275335126293178,0.5872103102405144,29.63568472862244,svm
mt,mh_100k,19756,3712,2478,4959,0.7997087849862482,0.5719063545150501,0.6668011294876967,0.6157188974422647,0.754314149199277,0.4839428257010383,29.63568472862244,rf
mt,mh_100k,19883,3585,2878,4559,0.7908752629024429,0.5597986247544204,0.6130160010757025,0.5851999229831205,0.7301273971630431,0.4466020371329747,29.63568472862244,knn
rfg,adroit,992,0,133,0,0.8817777777777778,0.0,0.0,0.0,0.5,0.0,26.06595206260681,svm
rfg,adroit,991,1,133,0,0.8808888888888889,0.0,0.0,0.0,0.4994959677419355,-0.0109216141379494,26.06595206260681,rf
rfg,adroit,724,268,100,33,0.6728888888888889,0.1096345514950166,0.2481203007518796,0.152073732718894,0.4889795052146495,-0.0160755519032762,26.06595206260681,knn
rfg,androcrawl,13608,242,865,2384,0.9352593718930932,0.907844630616908,0.7337642351492767,0.8115744680851064,0.8581456554807756,0.7794042746998986,164.51254844665527,svm
rfg,androcrawl,13609,241,865,2384,0.9353178548453126,0.9081904761904762,0.7337642351492767,0.811712631937351,0.8581817565638081,0.7796043648418053,164.51254844665527,rf
rfg,androcrawl,13667,183,1220,2029,0.9179484180361424,0.9172694394213382,0.6244998461064943,0.7430873466398096,0.8056434248583013,0.7145763525624076,164.51254844665527,knn
rfg,android_permissions,37,939,47,1396,0.5923935510541546,0.5978586723768736,0.9674289674289674,0.7390153520381154,0.5026694017472706,0.0143060231987333,39.10121488571167,svm
rfg,android_permissions,35,941,55,1388,0.5882596114096734,0.5959639330184628,0.961884961884962,0.735949098621421,0.4988728088113334,-0.0058435889107973,39.10121488571167,rf
rfg,android_permissions,130,846,224,1219,0.5576684580405126,0.5903147699757869,0.8447678447678447,0.6949828962371721,0.48898228303966,-0.0305856716867963,39.10121488571167,knn
rfg,defensedroid_apicalls_closeness,2872,258,686,2213,0.8434234533090065,0.8955888304330231,0.7633666781648845,0.8242085661080074,0.840469281574455,0.6917749981475227,381.75812315940857,svm
rfg,defensedroid_apicalls_closeness,2879,251,460,2439,0.8820699950240504,0.9066914498141264,0.8413245946878234,0.8727858293075684,0.8805664506985443,0.7650193541440454,381.75812315940857,rf
rfg,defensedroid_apicalls_closeness,2806,324,611,2288,0.8449162381821198,0.8759571209800919,0.7892376681614349,0.8303393213572854,0.842861645582315,0.6914107086157294,381.75812315940857,knn
rfg,defensedroid_apicalls_degree,2730,395,590,2304,0.8363515534141884,0.8536494998147462,0.7961299239806496,0.8238870016091543,0.8348649619903248,0.6728271286103008,362.3123826980591,svm
rfg,defensedroid_apicalls_degree,2882,243,397,2497,0.8936700448579499,0.9113138686131388,0.8628196268140982,0.8864039758608449,0.8925298134070491,0.7876457391702814,362.3123826980591,rf
