metodo,dataset,tn,fp,fn,tp,accuracy,precision,recall,f1,roc_auc,mcc,time_fs,model
autocraft,defensedroid_apicalls_degree,3308,370,477,3201,0.8848558999456226,0.8963875665079809,0.8703099510603589,0.8831562974203339,0.8848558999456226,0.7700377251593651,40.14445447921753,svm
autocraft,defensedroid_apicalls_degree,3542,136,329,3349,0.9367862969004894,0.9609756097560976,0.9105492115280044,0.935083065754572,0.9367862969004896,0.8747777912175239,40.14445447921753,rf
autocraft,defensedroid_apicalls_degree,3406,272,446,3232,0.9023926046764544,0.9223744292237442,0.8787384448069603,0.9000278473962684,0.9023926046764548,0.8056873095433694,40.14445447921753,knn
autocraft,defensedroid_apicalls_katz,3461,217,467,3211,0.9070146818923328,0.9366977829638272,0.8730288200108755,0.9037433155080212,0.9070146818923328,0.8159163760368968,40.07695126533508,svm
autocraft,defensedroid_apicalls_katz,3520,158,349,3329,0.9310766721044046,0.9546888442787496,0.9051114736269712,0.9292393579902304,0.9310766721044046,0.8633182137423783,40.07695126533508,rf
autocraft,defensedroid_apicalls_katz,3380,298,437,3241,0.9000815660685155,0.9157954224357164,0.8811854268624252,0.8981571290009699,0.9000815660685155,0.8007351639863722,40.07695126533508,knn
autocraft,defensedroid_prs,3977,223,493,3707,0.9147619047619048,0.9432569974554708,0.8826190476190476,0.9119311193111932,0.9147619047619048,0.8312432076753621,38.46446394920349,svm
autocraft,defensedroid_prs,3993,207,466,3734,0.9198809523809524,0.9474752600862724,0.8890476190476191,0.917332023092986,0.9198809523809524,0.8413631871577937,38.46446394920349,rf
autocraft,defensedroid_prs,3914,286,558,3642,0.8995238095238095,0.9271894093686356,0.8671428571428571,0.8961614173228346,0.8995238095238094,0.8007285529394216,38.46446394920349,knn
autocraft,drebin_215,6527,106,220,6413,0.9754259007990352,0.983739837398374,0.966832504145937,0.975212895377129,0.9754259007990352,0.9509922668079612,28.526944875717163,svm
autocraft,drebin_215,6525,108,176,6457,0.9785918890396502,0.9835491241431836,0.9734660033167496,0.978481588119412,0.9785918890396502,0.9572340814861924,28.526944875717163,rf
